# Vx    Vy    w    Cx    Cy
9.843365829052999616e-02 -1.133850929698913407e-01 2.219053525530963883e-02 1.676083818350097374e+02 5.111789382025993973e+02
5.187308650003524119e-02 -9.003042026328726688e-02 2.228493574503731880e-02 1.712413587624308775e+02 5.125698005304772096e+02
7.085951283056085570e-02 -3.994378631686645864e-02 2.260920282466983428e-02 1.719075058376683955e+02 5.139844776537669304e+02
1.094631435154724691e-01 -1.916172270432423830e-01 2.210587636497108807e-02 1.680618038759847934e+02 5.144956998479625554e+02
1.146480876821281553e-01 -1.537368390523679851e-01 2.272785881217551790e-02 1.697408452439883888e+02 5.142327209311001752e+02
1.345164752346209858e-01 -1.934294655145366026e-01 2.316110422950748773e-02 1.667399203560196383e+02 5.085903876018518872e+02
1.224008784035202635e-01 -9.217248426977815712e-02 2.402166469877545577e-02 1.687058193128251844e+02 5.066020849826958283e+02
1.517690099197153142e-01 -1.829533810157860929e-01 2.419215386248692312e-02 1.643871068068428656e+02 5.065083281514299642e+02
1.209004995825678913e-01 -2.222257345783454630e-01 2.352114829832193180e-02 1.659269551869235215e+02 5.114652955655209894e+02
7.111859651439506047e-02 -1.208066623375474019e-01 2.459783768939302617e-02 1.684164649724087894e+02 5.074212122838483765e+02
1.539684243894033078e-01 -1.466201183035334144e-01 2.422680035869987508e-02 1.676418773579473509e+02 5.107865887813562722e+02
1.480376486435985572e-01 -1.473667419297215730e-01 2.455744577579320811e-02 1.696060023427762644e+02 5.089210046425797032e+02
1.232628319244108706e-01 -2.125261486347789219e-01 2.456765993024847411e-02 1.676362698229607417e+02 5.112455177013407592e+02
1.227006208550507071e-01 -1.457078191820924407e-01 2.528649025835408987e-02 1.701904589444890803e+02 5.122187215736038297e+02
5.329790625283765959e-02 -1.148452541506070068e-01 2.521641652726239885e-02 1.733570139857564243e+02 5.091738716004113030e+02
1.883218765244901727e-01 -1.823628291105444110e-01 2.546383272414655743e-02 1.705048753852176446e+02 5.090196617562642132e+02
1.325433135709870869e-01 -1.649665134460819305e-01 2.585059552621409712e-02 1.727380932611718549e+02 5.164562298858865006e+02
1.217458984337838612e-01 -2.393748313540628447e-01 2.612799402379298655e-02 1.734002668836412511e+02 5.118955320215971483e+02
1.355828526025180392e-01 -1.165757566355999225e-01 2.602556513468952740e-02 1.767881048925601704e+02 5.161446561167375648e+02
1.206115064937409304e-01 -1.981959110591566542e-01 2.607619342925406730e-02 1.719538479640489186e+02 5.110038972164244910e+02
1.712406339651808551e-01 -1.282631267831089994e-01 2.686894861938309703e-02 1.747188010255888742e+02 5.102363754472840469e+02
1.408167500809336392e-01 -1.494798091576352295e-01 2.586767039196405382e-02 1.689941867564385802e+02 5.112633472504164160e+02
1.218557631819848636e-01 -1.241515768353162186e-01 2.696601944268220072e-02 1.736937046734080639e+02 5.079238650194816387e+02
1.114350721571509828e-01 -1.599371266246251977e-01 2.675742982329212469e-02 1.753997033904641967e+02 5.127369459296319292e+02
1.223352151486663680e-01 -1.499586639111492870e-01 2.701223489217517010e-02 1.762718980298826068e+02 5.081874474908098023e+02
1.209634032712139512e-01 -1.130665097079538023e-01 2.736810806029187776e-02 1.737050376123830517e+02 5.130147294954266499e+02
1.042600557785324927e-01 -1.509393183452739651e-01 2.673972308520690400e-02 1.748253037022209355e+02 5.101485763916937231e+02
1.044426201961561329e-01 -7.458256413089972559e-02 2.768493306980169405e-02 1.664718119596884094e+02 5.080682642416758199e+02
1.420107979396503239e-01 -1.244308782752265169e-01 2.573738611713213137e-02 1.110966279373422054e+02 5.451761889202282418e+02
1.456383140690068190e-01 -8.385600843320600850e-02 2.663470698612743423e-02 1.410536731211767290e+02 5.208015976769868303e+02
1.242579462784692557e-01 -9.595098534035519100e-02 2.758777634856708974e-02 1.722544453605000285e+02 5.051182241593252797e+02
1.331346028441848517e-01 -3.848475266096378078e-02 2.897326680477876198e-02 1.746792273225179599e+02 5.048996569631752891e+02
1.628618616889734860e-01 -7.962466648824877147e-02 2.846636780761408955e-02 1.754407377064308662e+02 5.013616915348522980e+02
9.736708201533290918e-02 -1.292395951134364118e-01 2.828692431249553788e-02 1.787154509864222405e+02 5.079626615416968320e+02
6.010731054980061189e-02 -1.156752196446795417e-01 2.915876296320690439e-02 1.771680491766960586e+02 5.091582407886965029e+02
1.145962963542430935e-01 -1.618395012960065493e-01 2.818320767466283433e-02 1.727933777478426691e+02 5.062620848268223313e+02
-1.476999502455131341e-02 -4.428278461575918534e-02 2.913734364506287422e-02 1.788277301646474484e+02 5.040732573431677110e+02
1.046189973038028492e-01 -1.189078376404910098e-01 3.017305773720668077e-02 1.784255809628279792e+02 5.019417469415108144e+02
6.900644001311800890e-02 -5.983387401364599623e-02 2.930130896781934363e-02 1.768613912139864226e+02 5.058642812132264908e+02
1.215688229882651711e-01 -1.552445349575237443e-01 2.969187325925119747e-02 1.766434886170267475e+02 5.022742782700527187e+02
8.920047277504575267e-02 -1.701063957581582520e-01 3.095938500349441902e-02 1.779073788550504105e+02 5.038013837081174415e+02
7.304204653566541416e-02 -5.673154468317536531e-02 3.086671819883484574e-02 1.839987469354126404e+02 5.026582935466240656e+02
1.345865137846662986e-02 -9.561631833469616537e-02 3.074530310462941438e-02 1.816257629392503077e+02 5.058738682202229029e+02
1.158692652999649408e-01 -1.170299482857058981e-01 3.150063201007616970e-02 1.733097147444664756e+02 5.012331539253542019e+02
7.486718828756727673e-02 -1.255440109928114834e-01 3.230471031550458116e-02 1.692669287782671290e+02 4.953287349023543129e+02
6.075381035083351339e-02 -4.919231280933129141e-02 3.255721097991211982e-02 1.732730267262444102e+02 4.960880495347048509e+02
3.892792602101352584e-02 -1.117563453036918147e-01 3.351633620509726630e-02 1.724351382323675352e+02 4.968807623072958108e+02
7.952165314415449160e-02 -1.189629818497617564e-01 3.253611683804177868e-02 1.737533485220041030e+02 4.938409180223816293e+02
9.900688142302385697e-02 -5.353576618945821153e-02 3.371266267260855654e-02 1.740790645588353414e+02 4.996789605216834502e+02
7.105074114087872594e-02 -3.838295425815035217e-02 3.273771791499357348e-02 1.752660149873114790e+02 4.970354360783948096e+02
6.676117104336445895e-02 -6.752200316766827914e-02 3.268152863244287720e-02 1.793392230906238751e+02 5.021210068798702650e+02
4.232898719314209107e-02 -1.386974064215894253e-01 3.371558244304145163e-02 1.801866985595388542e+02 5.030110940791194594e+02
2.976961089413867126e-03 -9.121147586674370478e-02 3.353005979270425041e-02 1.814431188217585600e+02 5.031313524354820856e+02
9.949704131933903573e-02 -2.057838384308227908e-01 3.366054999762849165e-02 1.779729973380073886e+02 4.956763041553767835e+02
4.495813651984467696e-02 -7.022848498897074632e-02 3.366214200178725691e-02 1.808112047664459396e+02 4.965755288660747624e+02
3.651038541306050184e-02 -1.448537261560187139e-01 3.380507264027722558e-02 1.814436593254312982e+02 4.965169474308823965e+02
3.475416682028095033e-02 -1.617370454671416269e-01 3.197517607336754913e-02 1.667520944340751043e+02 5.050400908016969197e+02
3.188628604598908040e-02 -7.540395436405399054e-02 3.272998714015256522e-02 1.820610572976982269e+02 5.008878289882388231e+02
1.901963629442779760e-02 -1.607793200787305254e-01 3.272302736091727005e-02 1.714085098737552642e+02 5.004052870827002835e+02
-2.783078557262346625e-02 -1.266268087725679059e-01 3.075910396737867314e-02 1.601908812974534726e+02 5.042025723441993250e+02
-6.633986658320528695e-02 -2.101995574827784929e-03 3.073901301680939668e-02 1.339069552360672901e+02 5.161411859345954554e+02
6.191222349043689482e-03 -1.533529532817252128e-01 2.932502773727070633e-02 1.105980170045579456e+02 5.167055697193237620e+02
1.302450760444488070e-02 -1.606391859946472711e-01 3.078026528231540479e-02 1.644385139429227252e+02 4.918305410336034242e+02
-8.041121670821917145e-02 -9.744015044472242870e-02 3.202501263106347085e-02 1.740716709141794354e+02 4.932606534426752205e+02
-5.033256027970711005e-02 -1.487759771842610268e-01 3.341224121749258175e-02 1.772779531382124105e+02 4.896915933953363265e+02
-5.245446305899718192e-02 -1.243338626259981872e-01 3.398833043878208421e-02 1.800501071013560761e+02 4.945951622426124459e+02
-3.144155763110802193e-02 -8.213231481666803668e-02 3.215032839365124240e-02 1.812488641554484445e+02 4.947622738758473702e+02
-7.544360207704574328e-02 -7.985908424236730363e-02 3.263327395203459436e-02 1.761935927804752566e+02 4.961311263268050880e+02
-8.217014267049559118e-02 -6.178274046554466103e-02 3.246836262222713848e-02 1.669794679630781502e+02 4.966493793227616607e+02
-5.965211194515585014e-02 -7.301182756535982976e-02 3.282448097576890628e-02 1.809462451503495402e+02 4.991124001556948429e+02
2.234308224271661786e-02 -7.930968345889498339e-02 3.171238782485588659e-02 1.807219494763808711e+02 4.953482861980980942e+02
-4.002722313542605992e-02 -1.142236163455516013e-01 3.108878409379018173e-02 1.821901774413525743e+02 4.979978517561971216e+02
-1.931473795494891010e-02 -1.688116432088799801e-01 3.205780771040395161e-02 1.823404595127918526e+02 4.942222902765072376e+02
-2.082226013556343069e-03 -1.059248358712187171e-01 3.339251270174349584e-02 1.811087870444851262e+02 4.955259658352315455e+02
-2.605264867146080132e-02 -1.206316271830834286e-01 3.298474135784446037e-02 1.769363982085602913e+02 4.899828339847912844e+02
6.019180152481557605e-03 -1.255563685449218314e-01 3.462667486979492670e-02 1.731499742229582921e+02 4.931571393407745063e+02
-1.189945594868601405e-03 -5.965379731216908371e-02 3.390568596194601381e-02 1.762792947572513924e+02 4.942799982984668077e+02
-4.875644765878887205e-02 -1.295356959631493443e-01 3.417244506007478810e-02 1.781755241557983709e+02 4.949687230166003928e+02
-5.241192692005984533e-02 -9.295324808614836842e-02 3.479858945688753258e-02 1.765496506274343744e+02 4.969552085446270553e+02
-6.536255036332538904e-02 -1.069311419858012535e-01 3.317146505365315551e-02 1.802258478468701242e+02 4.994412050343194096e+02
6.806666711654716338e-04 -9.250506257919342834e-02 3.337859779390812270e-02 1.780723454130684331e+02 4.995826351843953717e+02
-1.622087754240359586e-02 -2.797321607937321500e-02 3.199929434679448653e-02 1.827943267503724201e+02 5.053230316509751674e+02
4.265321374023258588e-02 -9.293917800297428478e-02 3.084354498292394761e-02 1.827977977909686729e+02 5.035264224238251813e+02
1.062246520917765474e-01 -4.426235954288184477e-02 3.192546246818464550e-02 1.807521707328269827e+02 5.037322064230783667e+02
5.885315236428904917e-02 -6.362699377857075622e-02 3.303696913979178168e-02 1.785283573883783390e+02 4.958884873011882064e+02
6.161032220246747543e-02 -4.793201480471140363e-02 3.310982107778438766e-02 1.790688753881110529e+02 4.956049938461456463e+02
6.353723848659567630e-02 -3.066198541765530194e-02 3.248493172628331288e-02 1.789069522466473927e+02 4.978830108549903457e+02
5.852729099675114260e-02 -6.009240562258597040e-02 3.246358311848177025e-02 1.831702146482088267e+02 4.964624302147238382e+02
2.918028884666952483e-02 -2.320556588658248542e-02 3.221309495070397849e-02 1.843628633563501467e+02 4.952075949094899556e+02
1.055487507055888619e-01 -2.643225079341043893e-02 3.196004249594850549e-02 1.825496572768199428e+02 4.931771650158924558e+02
5.163914068868664942e-02 -3.957794053311518290e-02 3.085248331269302771e-02 1.778435546046881370e+02 4.994349229232774974e+02
4.873031308971571135e-02 -4.650166226241858602e-02 2.821547133483506484e-02 1.435545978057768934e+02 5.215733228516328381e+02
4.512454974379055683e-02 -5.106849703210629421e-02 2.915909337022743950e-02 1.637877396101816316e+02 5.041929652112953590e+02
2.890783164039092967e-02 -2.838799354606048528e-02 2.965414700711563670e-02 1.676430894609552524e+02 4.960019396848576889e+02
3.304264953669644456e-02 1.790644026637788853e-03 3.003435274546947115e-02 1.766895230651228133e+02 4.970645264980536240e+02
3.633527751509731119e-02 5.259548680765597367e-02 3.076929234998073900e-02 1.795853003053034058e+02 4.925027940071807961e+02
4.204495311773345095e-02 3.532192569027488988e-02 3.099168811529003434e-02 1.793994111269863367e+02 4.947239379728632116e+02
5.972002060132971385e-02 2.419697512663206845e-02 3.116780573364646978e-02 1.821773629810196837e+02 4.962382992472316232e+02
-7.474310408599705788e-03 5.009275265898948531e-02 2.994047418815064948e-02 1.790100121236648931e+02 4.969590096855145021e+02
4.365260593322401600e-02 4.988952200267876558e-02 2.957037148353971676e-02 1.822639627259020472e+02 4.962578631904395365e+02
2.582627179140599763e-02 -1.222258070205005202e-02 2.966706870916464497e-02 1.811927546021312594e+02 4.981862980540240073e+02
1.131350118153294088e-01 3.617803986775494380e-03 2.996318038727102673e-02 1.821711670544303274e+02 5.002664670410196095e+02
4.909549543724464615e-02 -2.437298715545703487e-02 3.031654755952600810e-02 1.802707526765825321e+02 5.019326415847002067e+02
6.395955354806240334e-02 -2.822798627045885328e-02 2.868262119113522413e-02 1.803912583219513408e+02 5.019882238137879540e+02
5.774822291654518880e-02 5.647612147490702582e-03 2.827993562733798275e-02 1.834624404987073945e+02 5.025274350548542088e+02
6.608670160265435467e-02 -4.258909792558029234e-02 2.828690827725763648e-02 1.828765155685725858e+02 5.000530346197926974e+02
4.149997511261546007e-02 3.452805116017302473e-02 2.747250387703148097e-02 1.816477261382272559e+02 5.012896921851759657e+02
1.037594782020363066e-01 5.657612830566776524e-02 2.753590277464344760e-02 1.818455024933672348e+02 4.978414812891190877e+02
1.055366584320963363e-01 -1.675564251939205829e-02 2.788581009602197902e-02 1.747426191688534800e+02 4.970117073519411406e+02
1.229398933570051977e-01 1.898295576868092860e-01 2.761582368323483097e-02 1.819748617499371051e+02 4.969059080093902026e+02
1.585309476669013451e-01 7.518235054280460183e-02 2.855102459012714283e-02 1.793715297897793732e+02 4.964764767768910474e+02
1.601431149096576301e-01 1.703216674210367154e-01 2.759521263398554206e-02 1.814847321371025544e+02 4.957630723237464281e+02
1.391790571539253951e-01 1.097648319396435784e-01 2.758625274549175721e-02 1.808435303273192858e+02 4.986360245387863870e+02
1.436667746655979350e-01 1.036843752577456951e-01 2.671225551924781907e-02 1.842691364323168557e+02 5.049548643015404537e+02
2.160318142059542701e-01 2.593250506933981181e-01 2.729565394344096035e-02 1.842159368975453333e+02 4.979038049580398706e+02
1.498046563980251489e-01 1.280158475594000700e-01 2.640398644994272626e-02 1.844517694698820662e+02 5.040098385604513851e+02
1.925531327760458822e-01 2.100403008351465761e-01 2.642978997010117514e-02 1.821897343161783738e+02 4.979542442387883625e+02
1.406527759742094708e-01 1.472524300465994640e-01 2.611184399920763247e-02 1.844734388553777364e+02 5.017184910591277003e+02
2.311126236444100146e-01 2.197287879448875381e-01 2.563912371362188705e-02 1.846942772860211051e+02 4.988878029771624938e+02
1.647110309797272798e-01 2.574106250096649950e-01 2.584949565431634774e-02 1.834808826987843702e+02 4.991574564616390148e+02
1.565102321060711232e-01 8.699245780944803164e-02 2.482014823274989943e-02 1.780876099030592457e+02 5.009742390189965136e+02
1.894763495200805226e-01 1.874626492030211922e-01 2.515394825600286363e-02 1.828359217753707640e+02 5.005329987985899152e+02
9.480328885225086655e-02 2.249124474648937777e-01 2.492786891471822711e-02 1.855133054377260180e+02 5.023725844223734498e+02
1.859276503218607324e-01 1.456484301436732354e-01 2.545313753782556254e-02 1.822328776071895220e+02 4.948595644046715165e+02
1.517053281439370849e-01 1.809216868904122422e-01 2.490731178651392833e-02 1.843055384163568249e+02 4.983412204853224239e+02
1.868072607494893067e-01 2.613343720006954252e-01 2.441270920492764548e-02 1.864088092616040342e+02 4.974666686583039450e+02
7.880205555300533182e-02 1.415446631981322201e-01 2.400029503198454137e-02 1.832840417391564074e+02 5.053471769502599500e+02
1.923960302561949498e-01 3.168909302948467732e-01 2.375820385651495475e-02 1.867545124030562818e+02 5.054790041171967800e+02
7.581057556553189025e-02 1.235077776702927371e-01 2.461113613508822406e-02 1.779115254481603756e+02 4.946083069129219325e+02
1.634550823723670554e-01 2.751212962226285974e-01 2.274277785516147163e-02 1.544002452618329926e+02 5.181489044643626585e+02
6.725655166589335210e-02 1.736000927678741923e-01 2.241969053790490718e-02 1.511252199682418222e+02 5.177674797765853327e+02
1.577195383923016281e-01 2.482484595736889899e-01 2.238575698615472356e-02 1.561837751057015566e+02 5.106896482459715685e+02
3.292047414535671616e-03 1.814818216604340007e-01 2.265339650860585113e-02 1.618540305815871534e+02 5.125783934339290226e+02
1.236653998076762684e-01 2.629072790736485810e-01 2.294669247414657734e-02 1.886762559136447237e+02 5.027045966855156962e+02
4.302614246104755763e-02 1.409248219115925849e-01 2.297112538836364876e-02 1.836287357951038928e+02 5.048698682489477960e+02
1.304469006930446262e-01 3.455164336948537973e-01 2.270745032818673528e-02 1.926578338459906377e+02 4.989243045281580180e+02
5.006174169933621382e-02 2.432204860414322045e-01 2.267405993183273932e-02 1.873392709395410236e+02 5.055666331953206623e+02
9.631808886657979019e-02 2.695061316226213255e-01 2.261190902615219447e-02 1.902931476427029622e+02 5.026547245197381812e+02
8.990786635068727384e-02 2.680001864653727695e-01 2.218522127673084113e-02 1.879979060672642390e+02 5.017258694999955537e+02
1.056155650509866123e-01 3.734109587809405495e-01 2.173070345443460505e-02 1.846513272660029941e+02 5.024741536919116811e+02
2.478637554429097625e-02 2.615890684308565528e-01 2.119034433633976144e-02 1.824435663678467279e+02 5.089924878860248327e+02
1.846259891092094305e-02 7.996868135318610515e-02 2.141844853044007346e-02 1.917792914762542864e+02 5.096306378443698577e+02
1.216096643608238353e-01 2.898627265229618555e-01 2.071246147729045514e-02 1.943216806031294084e+02 5.085420076753569560e+02
9.094491758070881449e-02 4.391134353769378107e-01 2.102890145549997022e-02 1.858134293874471723e+02 5.057080429839093085e+02
2.134467336658874004e-02 1.628899523974426389e-01 2.088274429214315511e-02 1.830607854469004394e+02 5.059650127441947802e+02
1.275688925741577662e-01 1.904849844336601594e-01 2.126489433777374941e-02 1.945768211864996147e+02 5.049884699551831204e+02
3.183973899768957616e-02 1.667465946625932283e-01 2.043582298272999045e-02 1.832619334108548514e+02 5.140184896665874703e+02
6.949603403329890350e-02 4.687472931232107842e-01 2.033949915399461961e-02 1.868112912090949465e+02 5.109828334760672988e+02
3.559434232219312738e-02 1.161857592329360866e-01 2.083559006599266725e-02 1.863543725994859983e+02 5.083861144967061136e+02
4.037108340791936006e-02 2.525621425562578001e-02 2.002263332142994318e-02 1.955239135209424433e+02 5.120772892409696624e+02
2.423945951403363910e-03 2.202823842079991712e-01 1.934837241501681168e-02 1.903963945987682678e+02 5.138341645320188036e+02
-4.018772161696893691e-02 2.275767108149845952e-01 1.969538461095811377e-02 1.934377170699269470e+02 5.121795486856178741e+02
-1.503286619321044654e-02 5.868941480923760973e-02 1.958749196075634455e-02 1.866582103912091384e+02 5.085453882581896323e+02
-2.987973224126514588e-02 5.146380832609991351e-01 1.921146698887612678e-02 1.867127334057733776e+02 5.126432946061080429e+02
1.713484857013749529e-01 2.088561764627671069e-01 1.928665161396098116e-02 1.811161443824654214e+02 5.109347348087811156e+02
-2.936815338855461865e-01 2.252098086623081363e-01 1.900866670137075012e-02 1.841837190817923329e+02 5.102057332712983566e+02
-1.113148898920146984e-01 1.561299890552735048e-01 1.846719028400861315e-02 1.800200341956022498e+02 5.137831078758002832e+02
1.144929626330957184e-01 1.277753564936993658e-01 1.859307363068914837e-02 1.823635335592041145e+02 5.205274390398107016e+02
1.358755592643096921e-01 4.061301341254680564e-02 1.873595032020901330e-02 1.945721112411723936e+02 5.096347387499176875e+02
5.072523075740276166e-02 3.570765345462089679e-01 1.833042380395380477e-02 1.777402966120760652e+02 5.115963118644513656e+02
-7.136159581062692658e-02 8.215780304131099776e-02 1.865069386961955289e-02 1.809406234280754120e+02 5.109372098090015584e+02
1.272284634649579159e-02 9.724660746136855327e-02 1.847535512269133859e-02 1.965265547448917118e+02 5.125094320711357341e+02
2.434678958049981898e-02 2.031880952533170193e-01 1.792788450100862505e-02 1.836490242406850939e+02 5.123645934968430993e+02
-3.229722372041423095e-01 4.346535304548384548e-01 1.809558515855995073e-02 1.812810194730802209e+02 5.179779445607078969e+02
-3.834386905116522054e-02 2.251973229638608853e-01 1.853228830416399006e-02 1.845843134079347294e+02 5.080714092201326935e+02
1.332772359396857398e-01 7.801297553526712059e-02 1.802477548234135765e-02 1.773502463917342880e+02 5.146649529453358127e+02
-4.867989761425414036e-02 2.129533878590755824e-01 1.776705114164591967e-02 1.876113734054820554e+02 5.098358142314405086e+02
-3.503496220041688591e-01 -2.008002650612403586e-02 1.757497488482928638e-02 1.901251367478800205e+02 5.151380853124123860e+02
-1.655816375087298398e-01 6.952279931241349409e-02 1.774053272467789738e-02 1.806278713491528265e+02 5.160509254948691478e+02
-1.600702676606782782e-01 5.994378486514619908e-01 1.766778356726352028e-02 2.014228004748623846e+02 5.129467849133711752e+02
-1.501725839398301010e-01 -2.858054035085260680e-01 1.703489885765066894e-02 1.790287086018305729e+02 5.181288828151778034e+02
-1.553117795785699806e-01 2.406020488257885059e-01 1.705720136253837532e-02 1.907447920231708736e+02 5.187198129447480142e+02
-1.957555572474694583e-01 2.525383440965854875e-01 1.705047124216611115e-02 1.783349365935872015e+02 5.162273634056879246e+02
-1.748102701152327298e-01 -6.452849918336134305e-02 1.683695668753978913e-02 1.891330280932525056e+02 5.204786105224306993e+02
-2.052040505206423060e-01 5.575954258120024987e-02 1.682556641976454964e-02 1.837590049647766648e+02 5.162928195834886083e+02
-6.591870603904764758e-02 3.515890499128405677e-01 1.650856572311724599e-02 1.856438371761400958e+02 5.217059803484485201e+02
-6.487613258983675191e-02 5.222670255923126531e-02 1.697498080100575193e-02 1.810901187952934208e+02 5.067881842626741786e+02
-1.993659760009537929e-01 1.382505720869618704e-02 1.665183707266722560e-02 1.839798593873236712e+02 5.117185831999776724e+02
-1.654285076046105862e-01 4.018281511456316818e-02 1.656417820434630955e-02 1.827249874719954050e+02 5.141169342195523768e+02
-1.989332078698600459e-01 -1.023673258165387484e-01 1.644212504510777009e-02 1.905297265905730058e+02 5.161807071469897892e+02
-2.153276756501011635e-01 3.732105072901716232e-03 1.627087964395119296e-02 1.777357204723311952e+02 5.185973311979511209e+02
-2.250876579564637936e-01 3.929071740869188312e-01 1.607540970516413772e-02 1.961197290402427313e+02 5.249374918096026477e+02
-9.927327766452820335e-02 1.498738195608121521e-02 1.628531990574407992e-02 1.815847644467596922e+02 5.132257849844619386e+02
-1.328945402461802205e-01 -2.221204162261845583e-01 1.663577706168421766e-02 1.890608836168442508e+02 5.101468962860746501e+02
-4.192775623977029742e-01 1.464565171530493870e-01 1.563576949741013813e-02 1.715567964011131039e+02 5.250124365566327924e+02
1.479610568468951171e-01 -7.553454245995684657e-02 1.562471624328911311e-02 1.908271416600775297e+02 5.194879092194187251e+02
-6.800855604140867983e-02 1.629030287186931589e-02 1.572871644963023605e-02 1.749656185077629971e+02 5.152943132039868033e+02
-4.263328898195524741e-01 3.514958417648083588e-01 1.490248886018927070e-02 1.504536142970795822e+02 5.471769968684584455e+02
-3.018229938817803062e-02 2.848155585034599022e-02 1.574556920221693510e-02 1.629141251122369738e+02 5.215582255413745543e+02
-2.632370757365259245e-02 4.859121554525502179e-02 1.538763963195394560e-02 1.633440240663441614e+02 5.260092791010063138e+02
5.653832402348524418e-03 5.735939594727439833e-02 1.574411849472164351e-02 1.711115737091673736e+02 5.158830809425180632e+02
-4.012503281890454632e-02 2.459405487397645085e-01 1.584701005365575857e-02 1.809985492372981639e+02 5.162138483712793686e+02
-1.126114054308609107e-02 1.188251924258073577e-01 1.598752196673480785e-02 1.799333861635372216e+02 5.169756776001130447e+02
1.771594057205017336e-01 1.515836861154966353e-02 1.592831701227913344e-02 1.927689024474322537e+02 5.146520606314891211e+02
-3.348441647625513551e-02 9.331014704152454375e-02 1.581978856158697960e-02 1.784924428820240223e+02 5.136372880221929336e+02
-3.408327433468851808e-01 4.428146265854460695e-01 1.581692641745091263e-02 1.859183644724841713e+02 5.180284504478054259e+02
-4.078743706898840804e-02 7.767329999853767042e-02 1.607965764890439964e-02 1.812939061998858961e+02 5.141995002414530518e+02
1.328390033003506443e-01 5.048230644078183921e-03 1.593515406416100288e-02 1.905959445151014506e+02 5.181432952200219688e+02
6.307961030388524980e-03 4.337154654804160070e-01 1.524741359052921540e-02 1.933894689803983908e+02 5.181635315646753952e+02
-4.437201332201129444e-02 -2.541007517871589072e-01 1.578330781750642703e-02 1.764174259797008517e+02 5.183384757525599298e+02
-6.108021153871552589e-02 9.769103669388140565e-02 1.577866083127315439e-02 1.828356549832695919e+02 5.151635868166929413e+02
-6.216160292523705000e-02 4.668544570209128830e-01 1.577104333504112527e-02 1.906948163896038579e+02 5.168311928758846534e+02
-1.375178000825486857e-01 7.228969958619230196e-02 1.588154753470081421e-02 1.811829977651406409e+02 5.216475060645745998e+02
-3.609422375900182833e-02 -2.762559941633294450e-02 1.559916300762942062e-02 1.917514976333810068e+02 5.206816677176029771e+02
-6.268363025390992493e-02 4.199843022994409480e-02 1.563764361527032742e-02 1.823512059299246744e+02 5.219299632036679668e+02
-3.017016734087365690e-02 5.031634137754149583e-01 1.562447877265188065e-02 1.911970970193573578e+02 5.173372915662712330e+02
-1.410303902079296755e-02 8.360051423410444493e-02 1.582554941853699451e-02 1.842633258840066048e+02 5.180971427209749436e+02
1.140392086857420009e-02 -4.589353688525054514e-02 1.570620348029776875e-02 1.899751166020361666e+02 5.162224424337263144e+02
-2.184453466177512793e-01 2.445676065015488510e-01 1.523397186584326927e-02 1.736053344583275759e+02 5.241290516775890183e+02
1.640518209817840023e-01 6.430349804223470245e-02 1.552030960287383889e-02 1.926594253243587502e+02 5.248956451196569333e+02
-6.581519262741504506e-02 2.043876841779028730e-01 1.544765854953973443e-02 1.863880218377047981e+02 5.261355299252845725e+02
-2.590583113174562691e-01 4.723707615626151490e-01 1.566902153274240747e-02 1.870020236556439386e+02 5.271117825933646373e+02
-4.873939180086057921e-02 1.445182607719225631e-01 1.548366567820313316e-02 1.826908279923785585e+02 5.291064339298160348e+02
1.538486385798302700e-02 2.078725981402548273e-01 1.558223087897447380e-02 1.868582760200966391e+02 5.256419645865765915e+02
3.197263082944365020e-03 2.065583891212063872e-01 1.554352269335581606e-02 1.927875761684089468e+02 5.279609194590988182e+02
7.223551424410377952e-02 3.597921729409813696e-01 1.588416962069589058e-02 1.968726213112484231e+02 5.236176625799063231e+02
-7.409584185649541188e-03 1.034518421591766879e-01 1.631682793718729901e-02 1.805648635839762619e+02 5.196594224255178460e+02
4.016197679969351064e-01 1.754822548113067759e-01 1.545365809003419744e-02 1.978103109466959779e+02 5.185283241469001041e+02
-5.097951444062478327e-02 2.131713364903866093e-01 1.618058423122127956e-02 1.885380268090295317e+02 5.188796505892269124e+02
8.638651548613249243e-02 6.013427395837990241e-01 1.637731376128643071e-02 1.936978009130647251e+02 5.126284365994437167e+02
-1.925552837625462994e-03 2.385292303879822662e-01 1.617440293056537914e-02 1.866415532929191556e+02 5.217394787283758433e+02
-2.356681370835761805e-02 2.348211239258494176e-01 1.622362645961467412e-02 1.832983909939761702e+02 5.180059342370548165e+02
8.734437567108443989e-02 3.041226568900142202e-01 1.637718258244251837e-02 1.847097423173027551e+02 5.156568684538339085e+02
-9.679114215273348573e-03 1.826654636621681260e-01 1.669249449548443689e-02 1.837058270856081492e+02 5.203794084584195616e+02
6.892975953355892638e-02 3.351513928744717097e-01 1.656221834270142981e-02 1.903677199383864718e+02 5.181944671290259521e+02
7.773242788469451707e-03 2.063340519938944295e-01 1.634984307658611177e-02 1.870141799804788434e+02 5.209061199373753652e+02
7.598884028541218194e-02 3.136289298186928365e-01 1.665868761402340692e-02 1.914367506097465252e+02 5.160350434564699071e+02
3.926775912591331380e-02 1.425156088308705549e-01 1.718448922506006157e-02 1.821142012352949280e+02 5.178352396311099710e+02
7.254112242110705155e-02 3.527731808322021601e-01 1.709507479841400682e-02 1.936677508836837944e+02 5.166109906159019829e+02
4.023771303341960870e-02 1.524808236044343512e-01 1.687555015321980448e-02 1.804668225448488670e+02 5.231291886052553082e+02
